dirt-floor
22.5,-45,-142.5,0,0,0,255,255,255,7.5
37.5,-45,-142.5,0,0,0,255,255,255,7.5
52.5,-45,-142.5,0,0,0,255,255,255,7.5
52.5,-45,-157.5,0,0,0,255,255,255,7.5
82.5,-45,7.5,0,0,0,255,255,255,7.5
22.5,-45,-157.5,0,0,0,255,255,255,7.5
22.5,-45,-172.5,0,0,0,255,255,255,7.5
37.5,-45,-172.5,0,0,0,255,255,255,7.5
52.5,-45,-172.5,0,0,0,255,255,255,7.5
37.5,-45,-187.5,0,0,0,255,255,255,7.5
52.5,-45,-187.5,0,0,0,255,255,255,7.5
22.5,-45,-187.5,0,0,0,255,255,255,7.5
22.5,-45,-202.5,0,0,0,255,255,255,7.5
37.5,-45,-202.5,0,0,0,255,255,255,7.5
52.5,-45,-202.5,0,0,0,255,255,255,7.5
37.5,-45,-127.5,0,0,0,255,255,255,7.5
37.5,-45,-112.5,0,0,0,255,255,255,7.5
37.5,-45,-97.5,0,0,0,255,255,255,7.5
37.5,-45,-82.5,0,0,0,255,255,255,7.5
37.5,-45,-67.5,0,0,0,255,255,255,7.5
52.5,-45,-82.5,0,0,0,255,255,255,7.5
67.5,-45,-82.5,0,0,0,255,255,255,7.5
67.5,-45,-67.5,0,0,0,255,255,255,7.5
22.5,-45,-82.5,0,0,0,255,255,255,7.5
7.5,-45,-82.5,0,0,0,255,255,255,7.5
7.5,-45,-67.5,0,0,0,255,255,255,7.5
-22.5,-60,-82.5,0,0,0,255,255,255,7.5
-37.5,-60,-82.5,0,0,0,255,255,255,7.5
-52.5,-60,-82.5,0,0,0,255,255,255,7.5
-52.5,-60,-67.5,0,0,0,255,255,255,7.5
-37.5,-60,-67.5,0,0,0,255,255,255,7.5
-22.5,-60,-67.5,0,0,0,255,255,255,7.5
-22.5,-60,-52.5,0,0,0,255,255,255,7.5
-37.5,-60,-52.5,0,0,0,255,255,255,7.5
-52.5,-60,-52.5,0,0,0,255,255,255,7.5
97.5,-30,-67.5,0,0,0,255,255,255,7.5
112.5,-30,-67.5,0,0,0,255,255,255,7.5
112.5,-30,-52.5,0,0,0,255,255,255,7.5
22.5,-45,-127.5,0,0,0,255,255,255,7.5
7.5,-45,-127.5,0,0,0,255,255,255,7.5
7.5,-45,-142.5,0,0,0,255,255,255,7.5
7.5,-45,-157.5,0,0,0,255,255,255,7.5
7.5,-45,-172.5,0,0,0,255,255,255,7.5
7.5,-45,-187.5,0,0,0,255,255,255,7.5
7.5,-45,-202.5,0,0,0,255,255,255,7.5
7.5,-45,-217.5,0,0,0,255,255,255,7.5
22.5,-45,-217.5,0,0,0,255,255,255,7.5
37.5,-45,-217.5,0,0,0,255,255,255,7.5
52.5,-45,-217.5,0,0,0,255,255,255,7.5
67.5,-45,-217.5,0,0,0,255,255,255,7.5
67.5,-45,-202.5,0,0,0,255,255,255,7.5
67.5,-45,-187.5,0,0,0,255,255,255,7.5
67.5,-45,-172.5,0,0,0,255,255,255,7.5
67.5,-45,-157.5,0,0,0,255,255,255,7.5
67.5,-45,-142.5,0,0,0,255,255,255,7.5
67.5,-45,-127.5,0,0,0,255,255,255,7.5
52.5,-45,-127.5,0,0,0,255,255,255,7.5
52.5,-45,-112.5,0,0,0,255,255,255,7.5
52.5,-45,-97.5,0,0,0,255,255,255,7.5
22.5,-45,-97.5,0,0,0,255,255,255,7.5
22.5,-45,-112.5,0,0,0,255,255,255,7.5
7.5,-45,-97.5,0,0,0,255,255,255,7.5
-22.5,-45,82.5,0,0,0,255,255,255,7.5
-7.5,-45,-82.5,0,0,0,255,255,255,7.5
-7.5,-60,-82.5,0,0,0,255,255,255,7.5
-7.5,-60,-52.5,0,0,0,255,255,255,7.5
-7.5,-60,-37.5,0,0,0,255,255,255,7.5
67.5,-45,-97.5,0,0,0,255,255,255,7.5
82.5,-45,-97.5,0,0,0,255,255,255,7.5
82.5,-45,-82.5,0,0,0,255,255,255,7.5
52.5,-75,-22.5,0,0,0,255,255,255,7.5
7.5,-60,-52.5,0,0,0,255,255,255,7.5
7.5,-60,-37.5,0,0,0,255,255,255,7.5
7.5,-60,-22.5,0,0,0,255,255,255,7.5
7.5,-60,-7.50003,0,0,0,255,255,255,7.5
22.5,-60,7.5,0,0,0,255,255,255,7.5
37.5,-60,22.5,0,0,0,255,255,255,7.5
52.5,-60,7.5,0,0,0,255,255,255,7.5
67.5,-60,-7.5,0,0,0,255,255,255,7.5
67.5,-60,-22.5,0,0,0,255,255,255,7.5
67.5,-60,-37.5,0,0,0,255,255,255,7.5
67.5,-60,-52.5,0,0,0,255,255,255,7.5
52.5,-60,-52.5,0,0,0,255,255,255,7.5
52.5,-60,-67.5,0,0,0,255,255,255,7.5
37.5,-60,-52.5,0,0,0,255,255,255,7.5
22.5,-60,-52.5,0,0,0,255,255,255,7.5
22.5,-60,-67.5,0,0,0,255,255,255,7.5
52.5,-75,-37.5,0,0,0,255,255,255,7.5
37.5,-75,-37.5,0,0,0,255,255,255,7.5
22.5,-75,-37.5,0,0,0,255,255,255,7.5
22.5,-75,-22.5,0,0,0,255,255,255,7.5
22.5,-75,-7.5,0,0,0,255,255,255,7.5
37.5,-75,-7.5,0,0,0,255,255,255,7.5
37.5,-75,7.5,0,0,0,255,255,255,7.5
52.5,-75,-7.5,0,0,0,255,255,255,7.5
37.5,-45,-22.5,0,0,0,255,255,255,7.5
-22.5,-60,-37.5,0,0,0,255,255,255,7.5
-52.5,-60,-37.5,0,0,0,255,255,255,7.5
-37.5,-60,-37.5,0,0,0,255,255,255,7.5
-67.5,-60,-37.5,0,0,0,255,255,255,7.5
-67.5,-60,-52.5,0,0,0,255,255,255,7.5
-67.5,-60,-67.5,0,0,0,255,255,255,7.5
-67.5,-60,-82.5,0,0,0,255,255,255,7.5
-67.5,-60,-97.5,0,0,0,255,255,255,7.5
-52.5,-60,-97.5,0,0,0,255,255,255,7.5
-37.5,-60,-97.5,0,0,0,255,255,255,7.5
-22.5,-60,-97.5,0,0,0,255,255,255,7.5
-7.5,-60,-97.5,0,0,0,255,255,255,7.5
82.5,-45,-52.5,0,0,0,255,255,255,7.5
82.5,-45,-37.5,0,0,0,255,255,255,7.5
82.5,-45,-22.5,0,0,0,255,255,255,7.5
82.5,-45,-7.5,0,0,0,255,255,255,7.5
-7.5,-45,-22.5,0,0,0,255,255,255,7.5
-7.5,-45,-7.5,0,0,0,255,255,255,7.5
7.5,-45,7.5,0,0,0,255,255,255,7.5
22.5,-45,22.5,0,0,0,255,255,255,7.5
37.5,-45,37.5,0,0,0,255,255,255,7.5
52.5,-45,22.5,0,0,0,255,255,255,7.5
67.5,-45,7.5,0,0,0,255,255,255,7.5
-7.5,-45,7.5,0,0,0,255,255,255,7.5
7.5,-45,22.5,0,0,0,255,255,255,7.5
22.5,-45,37.5,0,0,0,255,255,255,7.5
52.5,-45,37.5,0,0,0,255,255,255,7.5
67.5,-45,22.5,0,0,0,255,255,255,7.5
37.5,-45,-157.5,0,0,0,255,255,255,7.5
-37.5,-60,-22.5,0,0,0,255,255,255,7.5
-37.5,-60,-7.5,0,0,0,255,255,255,7.5
-37.5,-60,7.5,0,0,0,255,255,255,7.5
-22.5,-60,7.5,0,0,0,255,255,255,7.5
-22.5,-60,22.5,0,0,0,255,255,255,7.5
-37.5,-60,22.5,0,0,0,255,255,255,7.5
-52.5,-60,22.5,0,0,0,255,255,255,7.5
-52.5,-60,7.5,0,0,0,255,255,255,7.5
-52.5,-60,37.5,0,0,0,255,255,255,7.5
-37.5,-60,37.5,0,0,0,255,255,255,7.5
-22.5,-60,37.5,0,0,0,255,255,255,7.5
-52.5,-60,-7.5,0,0,0,255,255,255,7.5
-52.5,-60,-22.5,0,0,0,255,255,255,7.5
-22.5,-60,-22.5,0,0,0,255,255,255,7.5
-22.5,-60,-7.5,0,0,0,255,255,255,7.5
-7.5,-60,7.5,0,0,0,255,255,255,7.5
-7.5,-60,22.5,0,0,0,255,255,255,7.5
-7.5,-60,37.5,0,0,0,255,255,255,7.5
-67.5,-60,37.5,0,0,0,255,255,255,7.5
-67.5,-60,22.5,0,0,0,255,255,255,7.5
-67.5,-60,7.5,0,0,0,255,255,255,7.5
-67.5,-60,-7.5,0,0,0,255,255,255,7.5
-52.5,-60,52.5,0,0,0,255,255,255,7.5
-22.5,-60,52.5,0,0,0,255,255,255,7.5
-7.5,-60,52.5,0,0,0,255,255,255,7.5
-67.5,-60,52.5,0,0,0,255,255,255,7.5
-37.5,-45,67.5,0,0,0,255,255,255,7.5
-37.5,-45,82.5,0,0,0,255,255,255,7.5
-7.5,-45,-97.5,0,0,0,255,255,255,7.5
22.5,-45,-232.5,0,0,0,255,255,255,7.5
97.5,-15,-7.5,0,0,0,255,255,255,7.5
127.5,-30,-37.5,0,0,0,255,255,255,7.5
112.5,-15,7.5,0,0,0,255,255,255,7.5
112.5,-15,-7.5,0,0,0,255,255,255,7.5
112.5,-15,-22.5,0,0,0,255,255,255,7.5
7.5,-45,-232.5,0,0,0,255,255,255,7.5
127.5,-15,-7.5,0,0,0,255,255,255,7.5
127.5,-15,7.5,0,0,0,255,255,255,7.5
97.5,-15,7.5,0,0,0,255,255,255,7.5
97.5,-30,-37.5,0,0,0,255,255,255,7.5
37.5,-45,22.5,0,0,0,255,255,255,7.5
37.5,-45,7.5,0,0,0,255,255,255,7.5
37.5,-45,-7.5,0,0,0,255,255,255,7.5
97.5,-45,-97.5,0,0,0,255,255,255,7.5
112.5,-45,-97.5,0,0,0,255,255,255,7.5
127.5,-45,-97.5,0,0,0,255,255,255,7.5
127.5,-45,-82.5,0,0,0,255,255,255,7.5
97.5,-45,-82.5,0,0,0,255,255,255,7.5
97.5,-45,-112.5,0,0,0,255,255,255,7.5
-37.5,-45,-202.5,0,0,0,255,255,255,7.5
127.5,-45,-112.5,0,0,0,255,255,255,7.5
127.5,-45,-127.5,0,0,0,255,255,255,7.5
127.5,-30,37.5,0,0,0,255,255,255,7.5
97.5,-45,-127.5,0,0,0,255,255,255,7.5
82.5,-45,-127.5,0,0,0,255,255,255,7.5
82.5,-45,-112.5,0,0,0,255,255,255,7.5
142.5,-45,-82.5,0,0,0,255,255,255,7.5
142.5,-45,-97.5,0,0,0,255,255,255,7.5
142.5,-45,-112.5,0,0,0,255,255,255,7.5
142.5,-45,-127.5,0,0,0,255,255,255,7.5
127.5,-30,22.5,0,0,0,255,255,255,7.5
97.5,-30,22.5,0,0,0,255,255,255,7.5
37.5,-60,-247.5,0,0,0,255,255,255,7.5
112.5,-30,37.5,0,0,0,255,255,255,7.5
-22.5,-60,-217.5,0,0,0,255,255,255,7.5
-7.5,-60,-217.5,0,0,0,255,255,255,7.5
7.5,-60,-217.5,0,0,0,255,255,255,7.5
112.5,-30,52.5,0,0,0,255,255,255,7.5
112.5,-30,67.5,0,0,0,255,255,255,7.5
22.5,-60,-217.5,0,0,0,255,255,255,7.5
37.5,-60,-217.5,0,0,0,255,255,255,7.5
97.5,-45,-142.5,0,0,0,255,255,255,7.5
-37.5,-45,-217.5,0,0,0,255,255,255,7.5
127.5,-45,-142.5,0,0,0,255,255,255,7.5
97.5,-45,-157.5,0,0,0,255,255,255,7.5
127.5,-30,52.5,0,0,0,255,255,255,7.5
-37.5,-45,-187.5,0,0,0,255,255,255,7.5
127.5,-45,-172.5,0,0,0,255,255,255,7.5
-37.5,-45,-232.5,0,0,0,255,255,255,7.5
97.5,-45,-172.5,0,0,0,255,255,255,7.5
97.5,-45,-187.5,0,0,0,255,255,255,7.5
-22.5,-45,-232.5,0,0,0,255,255,255,7.5
127.5,-45,-187.5,0,0,0,255,255,255,7.5
142.5,-45,-142.5,0,0,0,255,255,255,7.5
142.5,-45,-157.5,0,0,0,255,255,255,7.5
142.5,-45,-172.5,0,0,0,255,255,255,7.5
142.5,-45,-187.5,0,0,0,255,255,255,7.5
142.5,-45,-202.5,0,0,0,255,255,255,7.5
127.5,-45,-202.5,0,0,0,255,255,255,7.5
112.5,-45,-202.5,0,0,0,255,255,255,7.5
97.5,-45,-202.5,0,0,0,255,255,255,7.5
82.5,-45,-202.5,0,0,0,255,255,255,7.5
82.5,-45,-187.5,0,0,0,255,255,255,7.5
82.5,-45,-172.5,0,0,0,255,255,255,7.5
82.5,-45,-157.5,0,0,0,255,255,255,7.5
82.5,-45,-142.5,0,0,0,255,255,255,7.5
82.5,-45,-217.5,0,0,0,255,255,255,7.5
97.5,-45,-217.5,0,0,0,255,255,255,7.5
112.5,-45,-217.5,0,0,0,255,255,255,7.5
127.5,-45,-217.5,0,0,0,255,255,255,7.5
142.5,-45,-217.5,0,0,0,255,255,255,7.5
52.5,-45,-232.5,0,0,0,255,255,255,7.5
67.5,-45,-232.5,0,0,0,255,255,255,7.5
82.5,-45,-232.5,0,0,0,255,255,255,7.5
97.5,-45,-232.5,0,0,0,255,255,255,7.5
112.5,-45,-232.5,0,0,0,255,255,255,7.5
127.5,-45,-232.5,0,0,0,255,255,255,7.5
127.5,-45,-247.5,0,0,0,255,255,255,7.5
112.5,-45,-247.5,0,0,0,255,255,255,7.5
97.5,-45,-247.5,0,0,0,255,255,255,7.5
82.5,-45,-247.5,0,0,0,255,255,255,7.5
67.5,-45,-247.5,0,0,0,255,255,255,7.5
52.5,-45,-247.5,0,0,0,255,255,255,7.5
-52.5,-60,-112.5,0,0,0,255,255,255,7.5
142.5,-30,82.5,0,0,0,255,255,255,7.5
-22.5,-60,-112.5,0,0,0,255,255,255,7.5
-22.5,-60,-127.5,0,0,0,255,255,255,7.5
112.5,-45,-142.5,0,0,0,255,255,255,7.5
-52.5,-60,-127.5,0,0,0,255,255,255,7.5
-52.5,-60,-142.5,0,0,0,255,255,255,7.5
127.5,-45,-157.5,0,0,0,255,255,255,7.5
-22.5,-60,-142.5,0,0,0,255,255,255,7.5
-52.5,-60,-157.5,0,0,0,255,255,255,7.5
142.5,-30,97.5,0,0,0,255,255,255,7.5
-22.5,-60,-157.5,0,0,0,255,255,255,7.5
-22.5,-60,-172.5,0,0,0,255,255,255,7.5
142.5,-30,52.5,0,0,0,255,255,255,7.5
-52.5,-60,-172.5,0,0,0,255,255,255,7.5
-52.5,-60,-187.5,0,0,0,255,255,255,7.5
142.5,-30,67.5,0,0,0,255,255,255,7.5
-22.5,-60,-187.5,0,0,0,255,255,255,7.5
-22.5,-60,-202.5,0,0,0,255,255,255,7.5
142.5,-30,112.5,0,0,0,255,255,255,7.5
-52.5,-60,-202.5,0,0,0,255,255,255,7.5
127.5,-30,112.5,0,0,0,255,255,255,7.5
112.5,-30,112.5,0,0,0,255,255,255,7.5
97.5,-30,112.5,0,0,0,255,255,255,7.5
97.5,-30,52.5,0,0,0,255,255,255,7.5
97.5,-30,37.5,0,0,0,255,255,255,7.5
67.5,-45,52.5,0,0,0,255,255,255,7.5
7.5,-45,-112.5,0,0,0,255,255,255,7.5
-7.5,-60,-202.5,0,0,0,255,255,255,7.5
-7.5,-60,-187.5,0,0,0,255,255,255,7.5
-7.5,-60,-172.5,0,0,0,255,255,255,7.5
-7.5,-60,-157.5,0,0,0,255,255,255,7.5
7.5,-60,-142.5,0,0,0,255,255,255,7.5
-7.5,-60,-142.5,0,0,0,255,255,255,7.5
-7.5,-60,-127.5,0,0,0,255,255,255,7.5
-7.5,-60,-112.5,0,0,0,255,255,255,7.5
